transaction_date,product_id,product_category,product_type,product_detail,store_id,store_location,total_qty_sold,avg_unit_price,total_sales_value,cost_of_sales,gross_profit,gross_profit_pct
2023-03-24,3,Coffee beans,Espresso Beans,Espresso Roast,5,Lower Manhattan,1,14.75,14.75,8.85,5.9,40
2023-03-25,38,Coffee,Barista Espresso,Latte,5,Lower Manhattan,13,3.75,48.75,29.25,19.5,40
2023-03-25,25,Coffee,Organic brewed coffee,Brazilian Sm,5,Lower Manhattan,11,2.2,24.2,14.52,9.68,40
2023-03-25,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-25,72,Bakery,Scone,Ginger Scone,5,Lower Manhattan,10,2.92,28.9,17.34,11.56,40
2023-03-25,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,5,Lower Manhattan,15,2.45,36.75,22.05,14.7,40
2023-03-25,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Hell's Kitchen,6,4.75,28.5,17.1,11.4,40
2023-03-25,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,18,2.2,39.6,23.76,15.84,40
2023-03-25,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-03-25,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,8,Hell's Kitchen,4,3,12,7.2,4.8,40
2023-03-25,78,Bakery,Scone,Scottish Cream Scone ,8,Hell's Kitchen,1,4.5,4.5,2.7,1.8,40
2023-03-25,47,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-03-25,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,10,2.2,22,13.2,8.8,40
2023-03-25,79,Bakery,Scone,Jumbo Savory Scone,3,Astoria,2,3.75,7.5,4.5,3,40
2023-03-26,3,Coffee beans,Espresso Beans,Espresso Roast,8,Hell's Kitchen,1,14.75,14.75,8.85,5.9,40
2023-03-26,73,Bakery,Pastry,Almond Croissant,5,Lower Manhattan,1,3.75,3.75,2.25,1.5,40
2023-03-26,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,3,Astoria,13,2,26,15.6,10.4,40
2023-03-26,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,11,2.55,28.05,16.83,11.22,40
2023-03-26,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,8,Hell's Kitchen,1,10,10,6,4,40
2023-03-27,41,Coffee,Barista Espresso,Cappuccino Lg,3,Astoria,8,4.25,34,20.4,13.6,40
2023-03-27,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,10,2.5,25,15,10,40
2023-03-27,51,Tea,Brewed Black tea,Earl Grey Lg,5,Lower Manhattan,18,3,54,32.4,21.6,40
2023-03-27,2,Coffee beans,House blend Beans,Our Old Time Diner Blend,5,Lower Manhattan,1,18,18,10.8,7.2,40
2023-03-27,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,3,Astoria,14,2,28,16.8,11.2,40
2023-03-27,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,16,3.75,60,36,24,40
2023-03-27,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,15,3,45,27,18,40
2023-03-27,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-03-27,75,Bakery,Pastry,Croissant,3,Astoria,4,3.5,14,8.4,5.6,40
2023-03-27,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-27,64,Flavours,Regular syrup,Hazelnut syrup,8,Hell's Kitchen,8,0.8,6.4,3.84,2.56,40
2023-03-27,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,6,2.55,15.3,9.18,6.12,40
2023-03-27,50,Tea,Brewed Black tea,Earl Grey Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-03-27,73,Bakery,Pastry,Almond Croissant,5,Lower Manhattan,3,3.75,11.25,6.75,4.5,40
2023-03-28,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,12,2.5,30,18,12,40
2023-03-28,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,11,2.5,27.5,16.5,11,40
2023-03-28,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-03-28,40,Coffee,Barista Espresso,Cappuccino,3,Astoria,7,3.75,26.25,15.75,10.5,40
2023-03-28,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-03-28,44,Tea,Brewed herbal tea,Peppermint Rg,5,Lower Manhattan,8,2.5,20,12,8,40
2023-03-28,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,8,2,16,9.6,6.4,40
2023-03-28,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-03-28,69,Bakery,Biscotti,Hazelnut Biscotti,3,Astoria,1,3.25,3.25,1.95,1.3,40
2023-03-29,40,Coffee,Barista Espresso,Cappuccino,3,Astoria,4,3.75,15,9,6,40
2023-03-29,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,8,2.5,20,12,8,40
2023-03-29,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,5,Lower Manhattan,4,2,8,4.8,3.2,40
2023-03-29,70,Bakery,Scone,Cranberry Scone,3,Astoria,5,3.25,16.25,9.75,6.5,40
2023-03-29,26,Coffee,Organic brewed coffee,Brazilian Rg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-29,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-03-29,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,4,4.5,18,10.8,7.2,40
2023-03-29,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,9,2.5,22.5,13.5,9,40
2023-03-29,39,Coffee,Barista Espresso,Latte Rg,8,Hell's Kitchen,5,4.25,21.25,12.75,8.5,40
2023-03-29,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-29,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-29,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-03-29,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,1,3.5,3.5,2.1,1.4,40
2023-03-29,47,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Hell's Kitchen,6,3,18,10.8,7.2,40
2023-03-30,87,Coffee,Barista Espresso,Ouro Brasileiro shot,5,Lower Manhattan,8,2.82,23.1,13.86,9.24,40
2023-03-30,74,Bakery,Biscotti,Ginger Biscotti,5,Lower Manhattan,3,3.5,10.5,6.3,4.2,40
2023-03-30,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Hell's Kitchen,10,4.75,47.5,28.5,19,40
2023-03-30,41,Coffee,Barista Espresso,Cappuccino Lg,5,Lower Manhattan,5,4.25,21.25,12.75,8.5,40
2023-03-30,46,Tea,Brewed Green tea,Serenity Green Tea Rg,5,Lower Manhattan,9,2.5,22.5,13.5,9,40
2023-03-30,39,Coffee,Barista Espresso,Latte Rg,3,Astoria,3,4.25,12.75,7.65,5.1,40
2023-03-30,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5,Lower Manhattan,1,4.5,4.5,2.7,1.8,40
2023-03-30,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,Hell's Kitchen,4,4,16,9.6,6.4,40
2023-03-30,8,Coffee beans,Premium Beans,Civet Cat,8,Hell's Kitchen,1,45,45,27,18,40
2023-03-30,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-03-30,15,Loose Tea,Green tea,Serenity Green Tea,3,Astoria,2,9.25,18.5,11.1,7.4,40
2023-03-30,21,Packaged Chocolate,Drinking Chocolate,Chili Mayan,8,Hell's Kitchen,1,13.33,13.33,8,5.33,40
2023-03-30,38,Coffee,Barista Espresso,Latte,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-03-30,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,2,3.5,7,4.2,2.8,40
2023-03-31,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,11,2.5,27.5,16.5,11,40
2023-03-31,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,5,3.5,17.5,10.5,7,40
2023-03-31,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,Lower Manhattan,1,2.5,2.5,1.5,1,40
2023-03-31,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,8,Hell's Kitchen,1,7.6,7.6,4.56,3.04,40
2023-03-31,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,5,Lower Manhattan,1,3.1,3.1,1.86,1.24,40
2023-03-31,6,Coffee beans,Gourmet Beans,Ethiopia,5,Lower Manhattan,2,21,42,25.2,16.8,40
2023-03-31,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,9,2.5,22.5,13.5,9,40
2023-03-31,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,3,4.25,12.75,7.65,5.1,40
2023-03-31,69,Bakery,Biscotti,Hazelnut Biscotti,5,Lower Manhattan,3,3.25,9.75,5.85,3.9,40
2023-03-31,50,Tea,Brewed Black tea,Earl Grey Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-03-31,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,4,3,12,7.2,4.8,40
2023-03-31,79,Bakery,Scone,Jumbo Savory Scone,3,Astoria,4,3.75,15,9,6,40
2023-03-31,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,5,Lower Manhattan,4,3.1,12.4,7.44,4.96,40
2023-03-31,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,3,2.55,7.65,4.59,3.06,40
2023-03-31,69,Bakery,Biscotti,Hazelnut Biscotti,8,Hell's Kitchen,1,3.25,3.25,1.95,1.3,40
2023-03-31,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-03-31,48,Tea,Brewed Black tea,English Breakfast Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-04-01,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,5,Lower Manhattan,3,2.2,6.6,3.96,2.64,40
2023-04-01,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,8,Hell's Kitchen,13,3.5,45.5,27.3,18.2,40
2023-04-01,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-04-01,75,Bakery,Pastry,Croissant,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-04-02,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,5,Lower Manhattan,6,4.75,28.5,17.1,11.4,40
2023-04-02,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Hell's Kitchen,11,2.2,24.2,14.52,9.68,40
2023-04-02,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,5,2.55,12.75,7.65,5.1,40
2023-04-02,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-04-02,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,Astoria,11,3,33,19.8,13.2,40
2023-04-02,69,Bakery,Biscotti,Hazelnut Biscotti,3,Astoria,3,3.25,9.75,5.85,3.9,40
2023-04-02,78,Bakery,Scone,Scottish Cream Scone ,5,Lower Manhattan,1,4.5,4.5,2.7,1.8,40
2023-04-02,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,6,3.1,18.6,11.16,7.44,40
2023-04-02,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,3,Astoria,11,4.5,49.5,29.7,19.8,40
